dienophile,diene,ΔG TS_endo_1,ΔG TS_endo_2,ΔG TS_exo_1,ΔG TS_exo_2,ΔG Product_endo_1,ΔG Product_endo_2,ΔG Product_exo_1,ΔG Product_exo_2,pz_pop_C1_D,pz_pop_C2_D,pz_pop_C3_D,pz_pop_C4_D,LUMO_D,HOMO_D,Sigma p_1_D,Sigma p_4_D,Sigma p_2_D,Sigma p_3_D,NBO_1_D,NBO_2_D,NBO_3_D,NBO_4_D,sterio_D_1,sterio_D_2,sterio_D_3,sterio_D_4,Volume_D_1,Volume_D_4,Volume_D_2,Volume_D_3,pz_pop_C1_dPh,pz_pop_C2_dPh,LUMO_dPh,HOMO_dPh,Sigma_P_1dPh,Sigma_P_2dPh,NBO_1dPh,NBO_2_dPh,sterio_dPh_1,sterio_dPh_2,Volume_dPh_1,Volume_dPh_2,LUMO_D - HOMO_dPh,LUMO_dPh - HOMO_D,Min(TS_1),Min(TS_2),Min_TSـall,Min(TS_1) - Min(TS_2),Min(Product_1),Min(Product_2),Min(Product_1) - Min(Product_2),min_gap
2_9,2_4_4_1,36.614,37.525,37.549,36.946,-7.818,-9.068,-17.539,-8.49,1.029,1.078,0.907,1.193,-0.664,-7.961,0.66,0.06,-0.27,-0.27,0.235,0.239,0.138,0.373,1.02,1.53,1.53,1.08,164.182,98.427,334.486,334.486,0.993,0.929,-1.74,-9.532,0.66,0.42,-0.296,-0.254,1.02,1.1,164.182,291.269,8.868,6.221,36.614,36.946,36.614,-0.332,-17.539,-9.068,-8.471,6.221
3_5,4_3_4_2,49.772,48.963,52.06,49.666,5.353,-9.661,-8.048,-8.512,1.183,0.91,0.96,1.047,-0.731,-7.994,-0.17,0.66,0.06,-0.27,-0.458,0.304,0.369,0.325,1.5,1.08,1.53,1.02,185.535,164.182,98.427,334.486,0.998,1.101,1.621,-7.471,-0.27,-0.2,0.12,-0.333,1.53,2.25,334.486,642.238,6.74,9.615,49.772,48.963,48.963,0.809,-8.048,-9.661,1.613,6.74
3_9,2_4_1_9,38.294,30.254,40.201,32.681,-7.045,-6.925,-13.371,-8.517,1.139,0.928,1.046,0.955,-2.361,-8.712,0.66,0.42,-0.27,0.66,-0.405,0.311,0.408,-0.163,1.02,1.53,1.02,1.1,164.182,291.269,334.486,164.182,0.875,1.158,-0.377,-8.19,-0.27,0.42,0.224,-0.481,1.53,1.1,334.486,291.269,5.829,8.335,38.294,30.254,30.254,8.04,-13.371,-8.517,-4.853,5.829
2_3,4_3_2_8,44.548,43.633,41.747,41.408,-6.302,-6.258,-7.86,-8.625,1.119,0.864,0.929,1.052,-0.478,-8.08,-0.17,0.45,0.06,-0.2,-0.29,0.262,0.388,-0.001,1.5,1.08,2.25,1.75,185.535,467.957,98.427,642.238,1.209,0.871,0.011,-8.258,0.66,-0.27,-0.5,0.238,1.02,1.53,164.182,334.486,7.779,8.091,41.747,41.408,41.408,0.338,-7.86,-8.625,0.765,7.779
7_9,4_3_2_8,40.527,39.451,39.281,39.021,-4.606,-6.967,-8.771,-8.643,1.119,0.864,0.929,1.052,-0.478,-8.08,-0.17,0.45,0.06,-0.2,-0.29,0.262,0.388,-0.001,1.5,1.08,2.25,1.75,185.535,467.957,98.427,642.238,0.939,1.048,-1.088,-8.015,-0.01,0.42,-0.156,-0.35,2.7,1.1,636.378,291.269,7.536,6.992,39.281,39.021,39.021,0.26,-8.771,-8.643,-0.128,6.992
5_9,5_2_1_8,51.618,48.676,53.563,61.45,6.178,16.41,9.101,-8.66,0.98,1.037,1.027,1.11,-1.337,-8.338,-0.2,0.45,-0.2,0.66,-0.171,0.245,-0.032,-0.079,2.25,2.25,1.02,1.75,642.238,467.957,642.238,164.182,0.876,1.056,-0.708,-8.875,-0.2,0.42,-0.122,-0.373,2.25,1.1,642.238,291.269,7.538,7.63,51.618,48.676,48.676,2.942,6.178,-8.66,14.838,7.538
2_5,3_4_4_5,45.295,49.464,48.923,57.378,2.192,11.871,-10.746,-8.672,1.031,1.09,0.971,1.098,0.749,-6.914,-0.27,-0.2,-0.27,-0.27,0.095,0.233,0.161,0.254,1.53,1.53,1.53,2.25,334.486,642.238,334.486,334.486,1.102,0.862,-0.393,-8.926,0.66,-0.2,-0.389,-0.1,1.02,2.25,164.182,642.238,9.675,6.521,45.295,49.464,45.295,-4.169,-10.746,-8.672,-2.074,6.521
4_5,3_6_3_5,51.743,54.509,52.543,58.423,-8.004,15.39,-10.82,-8.712,0.969,1.147,0.975,1.091,0.431,-7.225,-0.27,-0.2,0,0.06,0.174,0.225,-0.422,0.401,1.53,1,1.08,2.25,334.486,642.238,60.96,98.427,0.999,1.017,1.462,-8.094,-0.17,-0.2,-0.228,-0.241,1.5,2.25,185.535,642.238,8.525,8.687,51.743,54.509,51.743,-2.766,-10.82,-8.712,-2.107,8.525
3_7,3_2_6_6,38.711,40.984,38.59,40.716,-9.363,-16.441,-11.41,-8.776,0.983,1.084,1.085,1.109,0.588,-7.079,-0.27,0,-0.2,0,0.144,0.221,-0.148,-0.248,1.53,2.25,1,1,334.486,60.96,642.238,60.96,0.967,1.124,0.024,-7.025,-0.27,-0.01,0.156,-0.362,1.53,2.7,334.486,636.378,7.613,7.103,38.59,40.716,38.59,-2.126,-11.41,-16.441,5.03,7.103
2_3,5_3_4_2,47.057,44.23,49.594,47.032,3.518,2.523,-1.606,-8.806,1.184,0.907,0.947,1.048,-0.747,-8.006,-0.2,0.66,0.06,-0.27,-0.458,0.305,0.371,0.336,2.25,1.08,1.53,1.02,642.238,164.182,98.427,334.486,1.209,0.871,0.011,-8.258,0.66,-0.27,-0.5,0.238,1.02,1.53,164.182,334.486,7.511,8.016,47.057,44.23,44.23,2.827,-1.606,-8.806,7.2,7.511
2_2,4_2_4_7,40.597,40.597,41.216,41.216,-8.705,-8.705,-8.929,-8.929,1.071,1.063,0.977,1.079,-0.128,-7.117,-0.17,-0.01,-0.2,-0.27,-0.195,0.242,-0.084,0.335,1.5,2.25,1.53,2.7,185.535,636.378,642.238,334.486,0.978,0.978,-1.736,-9.745,0.66,0.66,-0.268,-0.268,1.02,1.02,164.182,164.182,9.617,5.381,40.597,40.597,40.597,0,-8.929,-8.929,0,5.381
2_3,3_6_4_7,42.065,31.965,42.293,36.588,-4.188,-6.784,-7.461,-8.943,1.022,1.162,0.966,1.137,-0.186,-6.559,-0.27,-0.01,0,-0.27,0.178,0.226,-0.42,0.344,1.53,1,1.53,2.7,334.486,636.378,60.96,334.486,1.209,0.871,0.011,-8.258,0.66,-0.27,-0.5,0.238,1.02,1.53,164.182,334.486,8.072,6.57,42.065,31.965,31.965,10.1,-7.461,-8.943,1.483,6.57
2_3,6_3_2_4,38.308,44.517,40.623,44.037,-17.713,-8.471,-9.879,-8.949,0.96,1.038,0.845,1.14,0.564,-7.936,0,-0.17,0.06,-0.2,-0.178,0.246,-0.111,0.409,1,1.08,2.25,1.5,60.96,185.535,98.427,642.238,1.209,0.871,0.011,-8.258,0.66,-0.27,-0.5,0.238,1.02,1.53,164.182,334.486,8.822,7.947,38.308,44.037,38.308,-5.728,-17.713,-8.949,-8.764,7.947
3_7,4_6_2_3,42.242,41.691,41.565,40.764,-6.272,-7.062,-9.65,-8.981,0.993,1.079,1.106,1.098,0.796,-6.916,-0.17,-0.27,0,-0.2,0.134,0.219,-0.138,-0.262,1.5,1,2.25,1.53,185.535,334.486,60.96,642.238,0.967,1.124,0.024,-7.025,-0.27,-0.01,0.156,-0.362,1.53,2.7,334.486,636.378,7.821,6.94,41.565,40.764,40.764,0.801,-9.65,-8.981,-0.669,6.94
5_8,3_1_1_2,38.968,39.236,39.918,42.611,-2.86,-0.225,-12.655,-8.986,1.046,1.009,1.235,0.824,-2.026,-8.282,-0.27,0.66,0.66,0.66,-0.283,0.316,-0.064,-0.304,1.53,1.02,1.02,1.02,334.486,164.182,164.182,164.182,0.871,1.076,-0.346,-8.89,-0.2,0.45,-0.115,-0.378,2.25,1.75,642.238,467.957,6.863,7.935,38.968,39.236,38.968,-0.268,-12.655,-8.986,-3.67,6.863
3_7,4_1_3_7,35.373,36.367,35.765,36.906,-6.214,-5.208,-8.656,-8.989,0.884,1.133,1.006,1.058,-1.044,-7.435,-0.17,-0.01,0.66,0.06,-0.064,0.268,-0.261,0.442,1.5,1.02,1.08,2.7,185.535,636.378,164.182,98.427,0.967,1.124,0.024,-7.025,-0.27,-0.01,0.156,-0.362,1.53,2.7,334.486,636.378,5.981,7.46,35.373,36.367,35.373,-0.994,-8.656,-8.989,0.333,5.981
5_9,2_4_4_3,47.041,39.668,49.844,42.917,6.163,-7.798,-4.836,-9.043,1.218,0.889,1.137,0.973,-0.481,-7.322,0.66,-0.27,-0.27,-0.27,-0.479,0.3,0.38,0.131,1.02,1.53,1.53,1.53,164.182,334.486,334.486,334.486,0.876,1.056,-0.708,-8.875,-0.2,0.42,-0.122,-0.373,2.25,1.1,642.238,291.269,8.394,6.614,47.041,39.668,39.668,7.373,-4.836,-9.043,4.207,6.614
2_3,2_6_4_5,39.571,39.598,42.808,43.238,-8.892,-6.558,-15.417,-9.054,1.151,1.025,1.032,0.978,-0.964,-7.795,0.66,-0.2,0,-0.27,-0.365,0.294,-0.179,0.26,1.02,1,1.53,2.25,164.182,642.238,60.96,334.486,1.209,0.871,0.011,-8.258,0.66,-0.27,-0.5,0.238,1.02,1.53,164.182,334.486,7.293,7.806,39.571,39.598,39.571,-0.027,-15.417,-9.054,-6.363,7.293
7_9,2_1_1_5,37.571,34.401,38.794,37.026,-5.346,-7.877,-13.181,-9.086,1.017,1.013,1.138,0.833,-2.175,-8.867,0.66,-0.2,0.66,0.66,-0.253,0.32,-0.066,-0.201,1.02,1.02,1.02,2.25,164.182,642.238,164.182,164.182,0.939,1.048,-1.088,-8.015,-0.01,0.42,-0.156,-0.35,2.7,1.1,636.378,291.269,5.84,7.778,37.571,34.401,34.401,3.17,-13.181,-9.086,-4.095,5.84
3_3,5_1_6_9,32.493,32.493,33.324,33.324,-9.956,-9.956,-9.093,-9.093,0.822,1.123,0.94,1.052,-1.521,-8.367,-0.2,0.42,0.66,0,-0.04,0.265,-0.222,-0.147,2.25,1.02,1,1.1,642.238,291.269,164.182,60.96,1.074,1.074,1.92,-7.114,-0.27,-0.27,0.023,0.023,1.53,1.53,334.486,334.486,5.593,10.287,32.493,32.493,32.493,0,-9.956,-9.956,0,5.593
1_7,2_3_2_9,40.191,41.613,40.659,40.97,-8.742,-6.858,-10.485,-9.098,1.201,0.792,0.934,1.003,-1.562,-8.768,0.66,0.42,0.06,-0.2,-0.444,0.317,0.515,-0.014,1.02,1.08,2.25,1.1,164.182,291.269,98.427,642.238,0.988,1.077,-0.192,-7.615,0.06,-0.01,0.249,-0.355,1.08,2.7,98.427,636.378,6.053,8.576,40.191,40.97,40.191,-0.779,-10.485,-9.098,-1.388,6.053
7_7,3_2_1_8,43.799,43.799,42.199,42.199,-3.716,-3.716,-9.148,-9.148,0.977,1.118,1.019,1.081,-1.374,-7.664,-0.27,0.45,-0.2,0.66,0.187,0.234,-0.138,-0.081,1.53,2.25,1.02,1.75,334.486,467.957,642.238,164.182,1.002,1.002,-0.542,-7.282,-0.01,-0.01,-0.228,-0.228,2.7,2.7,636.378,636.378,5.908,7.123,42.199,42.199,42.199,0,-9.148,-9.148,0,5.908
4_9,3_1_4_5,39.374,38.672,42.982,43.386,-6.198,-8.596,-13.279,-9.185,0.922,1.19,1.009,1.064,-0.243,-7.491,-0.27,-0.2,0.66,-0.27,0.272,0.248,-0.334,0.307,1.53,1.02,1.53,2.25,334.486,642.238,164.182,334.486,0.875,1.066,-0.546,-8.904,-0.17,0.42,-0.127,-0.385,1.5,1.1,185.535,291.269,8.66,6.945,39.374,38.672,38.672,0.702,-13.279,-9.185,-4.094,6.945
2_2,3_1_6_8,31.459,31.459,32.843,32.843,-7.973,-7.973,-9.271,-9.271,0.823,1.221,0.92,1.088,-1.123,-7.769,-0.27,0.45,0.66,0,0.307,0.25,-0.323,-0.142,1.53,1.02,1,1.75,334.486,467.957,164.182,60.96,0.978,0.978,-1.736,-9.745,0.66,0.66,-0.268,-0.268,1.02,1.02,164.182,164.182,8.622,6.034,31.459,31.459,31.459,0,-9.271,-9.271,0,6.034
2_3,4_2_1_8,45.533,41.377,43.815,44.222,-7.489,-5.563,-8.092,-9.29,1.018,1.06,1.001,1.028,-1.368,-8.282,-0.17,0.45,-0.2,0.66,-0.171,0.249,-0.049,-0.082,1.5,2.25,1.02,1.75,185.535,467.957,642.238,164.182,1.209,0.871,0.011,-8.258,0.66,-0.27,-0.5,0.238,1.02,1.53,164.182,334.486,6.889,8.293,43.815,41.377,41.377,2.438,-8.092,-9.29,1.198,6.889
2_8,2_3_1_7,35.124,34.634,35.415,35.828,-8.293,-12.943,-10.862,-9.36,1.163,0.885,1.151,0.836,-2.056,-8.01,0.66,-0.01,0.06,0.66,-0.446,0.315,0.529,-0.256,1.02,1.08,1.02,2.7,164.182,636.378,98.427,164.182,0.99,0.949,-1.494,-9.69,0.66,0.45,-0.29,-0.26,1.02,1.75,164.182,467.957,7.634,6.515,35.124,34.634,34.634,0.489,-10.862,-12.943,2.081,6.515
4_8,3_2_1_9,34.384,37.992,36.34,37.982,-5.679,-10.094,-8.468,-9.366,0.954,1.12,1.019,1.074,-1.628,-7.678,-0.27,0.42,-0.2,0.66,0.197,0.235,-0.143,-0.082,1.53,2.25,1.02,1.1,334.486,291.269,642.238,164.182,0.873,1.087,-0.165,-8.898,-0.17,0.45,-0.122,-0.391,1.5,1.75,185.535,467.957,7.27,7.513,34.384,37.982,34.384,-3.597,-8.468,-10.094,1.626,7.27
4_8,3_6_4_9,36.99,37.137,35.672,46.351,-0.272,-1.959,-14.301,-9.416,0.955,1.172,0.87,1.193,-0.65,-7.344,-0.27,0.42,0,-0.27,0.225,0.232,-0.443,0.421,1.53,1,1.53,1.1,334.486,291.269,60.96,334.486,0.873,1.087,-0.165,-8.898,-0.17,0.45,-0.122,-0.391,1.5,1.75,185.535,467.957,8.248,7.179,35.672,37.137,35.672,-1.465,-14.301,-9.416,-4.885,7.179
5_9,2_4_3_4,48.955,45.781,50.993,46.132,6.644,2.979,-8.254,-9.422,1.183,0.91,0.96,1.047,-0.731,-7.994,0.66,-0.17,-0.27,0.06,-0.458,0.304,0.369,0.325,1.02,1.53,1.08,1.5,164.182,185.535,334.486,98.427,0.876,1.056,-0.708,-8.875,-0.2,0.42,-0.122,-0.373,2.25,1.1,642.238,291.269,8.144,7.286,48.955,45.781,45.781,3.174,-8.254,-9.422,1.168,7.286
1_7,3_3_2_3,42.111,42.703,42.257,41.837,-9.281,-9.086,-20.705,-9.441,0.962,1.115,0.867,1.112,0.935,-7.05,-0.27,-0.27,0.06,-0.2,0.166,0.229,-0.195,0.325,1.53,1.08,2.25,1.53,334.486,334.486,98.427,642.238,0.988,1.077,-0.192,-7.615,0.06,-0.01,0.249,-0.355,1.08,2.7,98.427,636.378,8.549,6.858,42.111,41.837,41.837,0.274,-20.705,-9.441,-11.264,6.858
1_4,3_1_2_7,41.545,45.712,43.823,43.374,-10.121,-5.17,-11.548,-9.576,0.985,1.154,1.017,1.069,-0.031,-7.857,-0.27,-0.01,0.66,-0.2,0.255,0.245,-0.292,-0.002,1.53,1.02,2.25,2.7,334.486,636.378,164.182,642.238,1.019,1.055,1.656,-8.44,0.06,-0.17,0.208,-0.334,1.08,1.5,98.427,185.535,8.409,9.513,41.545,43.374,41.545,-1.829,-11.548,-9.576,-1.972,8.409
5_7,2_4_2_9,56.81,54.236,54.538,51.963,13.844,13.323,-10.335,-9.624,1.224,0.86,0.925,1.029,-1.204,-8.324,0.66,0.42,-0.27,-0.2,-0.457,0.305,0.42,0.005,1.02,1.53,2.25,1.1,164.182,291.269,334.486,642.238,1.04,1.094,0.231,-7.776,-0.2,-0.01,-0.199,-0.259,2.25,2.7,642.238,636.378,6.572,8.555,54.538,51.963,51.963,2.575,-10.335,-9.624,-0.711,6.572
4_5,2_2_1_2,42.391,44.146,42.18,43.041,-6.282,-8.461,-18.584,-9.65,1.067,1.03,0.931,1.073,-2.069,-9.082,0.66,0.66,-0.2,0.66,-0.246,0.322,-0.085,0.072,1.02,2.25,1.02,1.02,164.182,164.182,642.238,164.182,0.999,1.017,1.462,-8.094,-0.17,-0.2,-0.228,-0.241,1.5,2.25,185.535,642.238,6.024,10.544,42.18,43.041,42.18,-0.861,-18.584,-9.65,-8.934,6.024
2_7,3_4_4_4,36.411,34.561,37.055,36.071,-15.323,-8.307,-9.248,-9.671,1.029,1.104,0.975,1.104,0.867,-6.884,-0.27,-0.17,-0.27,-0.27,0.093,0.233,0.16,0.24,1.53,1.53,1.53,1.5,334.486,185.535,334.486,334.486,1.095,0.903,-1.149,-8.015,0.66,-0.01,-0.373,-0.136,1.02,2.7,164.182,636.378,8.882,5.734,36.411,34.561,34.561,1.851,-15.323,-9.671,-5.652,5.734
3_9,1_2_4_3,45.109,40.957,47.294,42.51,-6.62,-2.974,-15.354,-9.678,1.065,1.084,1.101,1.028,1.028,-7.229,0.06,-0.27,-0.2,-0.27,0.245,0.224,-0.168,0.203,1.08,2.25,1.53,1.53,98.427,334.486,642.238,334.486,0.875,1.158,-0.377,-8.19,-0.27,0.42,0.224,-0.481,1.53,1.1,334.486,291.269,9.218,6.852,45.109,40.957,40.957,4.153,-15.354,-9.678,-5.676,6.852
7_8,2_4_6_2,39.862,35.172,36.777,38.284,-11.682,-11.996,-13.83,-9.707,1.174,0.905,1.028,1.102,-1.659,-8.194,0.66,0.66,-0.27,0,-0.452,0.304,0.399,-0.214,1.02,1.53,1,1.02,164.182,164.182,334.486,60.96,0.918,1.064,-0.93,-7.913,-0.01,0.45,-0.153,-0.358,2.7,1.75,636.378,467.957,6.254,7.264,36.777,35.172,35.172,1.605,-13.83,-11.996,-1.835,6.254
1_1,4_4_2_5,48.218,48.218,50.843,50.843,-11.124,-11.124,-9.728,-9.728,1.165,0.877,1.012,0.982,1.02,-7.549,-0.17,-0.2,-0.27,-0.2,-0.281,0.247,0.29,-0.066,1.5,1.53,2.25,2.25,185.535,642.238,334.486,642.238,1.061,1.061,1.545,-8.806,0.06,0.06,0.124,0.124,1.08,1.08,98.427,98.427,9.827,9.094,48.218,48.218,48.218,0,-11.124,-11.124,0,9.094
4_8,3_2_3_3,40.292,41.506,39.67,40.536,-7.118,-7.264,-18.812,-9.785,0.962,1.115,0.867,1.112,0.935,-7.05,-0.27,-0.27,-0.2,0.06,0.166,0.229,-0.195,0.325,1.53,2.25,1.08,1.53,334.486,334.486,642.238,98.427,0.873,1.087,-0.165,-8.898,-0.17,0.45,-0.122,-0.391,1.5,1.75,185.535,467.957,9.833,6.885,39.67,40.536,39.67,-0.865,-18.812,-9.785,-9.026,6.885
2_5,5_3_3_7,49.043,47.733,58.321,49.1,17.301,8.682,-8.71,-9.844,1.049,0.978,1.016,1.05,-0.718,-7.339,-0.2,-0.01,0.06,0.06,-0.263,0.268,0.344,0.379,2.25,1.08,1.08,2.7,642.238,636.378,98.427,98.427,1.102,0.862,-0.393,-8.926,0.66,-0.2,-0.389,-0.1,1.02,2.25,164.182,642.238,8.208,6.946,49.043,47.733,47.733,1.31,-8.71,-9.844,1.134,6.946
4_9,4_6_2_9,34.003,34.129,35.84,36.455,-8.399,-9.562,-10.555,-9.882,1.046,1.105,0.869,1.089,-0.919,-7.846,-0.17,0.42,0,-0.2,-0.167,0.241,-0.29,0.071,1.5,1,2.25,1.1,185.535,291.269,60.96,642.238,0.875,1.066,-0.546,-8.904,-0.17,0.42,-0.127,-0.385,1.5,1.1,185.535,291.269,7.984,7.299,34.003,34.129,34.003,-0.125,-10.555,-9.882,-0.673,7.299
7_9,3_1_6_4,31.528,33.749,34.452,35.862,-7.187,-7.645,-9.568,-9.944,0.876,1.194,1.091,1.046,-0.247,-7.461,-0.27,-0.17,0.66,0,0.254,0.243,-0.301,-0.261,1.53,1.02,1,1.5,334.486,185.535,164.182,60.96,0.939,1.048,-1.088,-8.015,-0.01,0.42,-0.156,-0.35,2.7,1.1,636.378,291.269,7.767,6.373,31.528,33.749,31.528,-2.221,-9.568,-9.944,0.376,6.373
1_4,3_1_2_9,39.238,41.694,42.865,42.182,-9.766,-8.093,-11.969,-9.95,0.961,1.174,0.915,1.084,-1.047,-7.941,-0.27,0.42,0.66,-0.2,0.277,0.25,-0.303,0.083,1.53,1.02,2.25,1.1,334.486,291.269,164.182,642.238,1.019,1.055,1.656,-8.44,0.06,-0.17,0.208,-0.334,1.08,1.5,98.427,185.535,7.393,9.597,39.238,41.694,39.238,-2.456,-11.969,-9.95,-2.02,7.393
3_4,2_2_1_4,41.191,33.776,41.142,35.013,-9.797,-9.885,-10.264,-9.952,1.103,0.909,1.118,0.956,-0.943,-8.527,0.66,-0.17,-0.2,0.66,-0.365,0.302,0.091,-0.214,1.02,2.25,1.02,1.5,164.182,185.535,642.238,164.182,1.007,1.095,1.831,-7.467,-0.27,-0.17,0.106,-0.335,1.53,1.5,334.486,185.535,6.524,10.358,41.142,33.776,33.776,7.366,-10.264,-9.952,-0.313,6.524
3_7,3_6_6_4,39.157,41.118,40.564,41.983,-6.091,-4.985,-8.411,-9.98,0.978,1.109,1.064,1.051,0.569,-6.995,-0.27,-0.17,0,0,0.141,0.216,-0.368,-0.275,1.53,1,1,1.5,334.486,185.535,60.96,60.96,0.967,1.124,0.024,-7.025,-0.27,-0.01,0.156,-0.362,1.53,2.7,334.486,636.378,7.594,7.02,39.157,41.118,39.157,-1.961,-8.411,-9.98,1.57,7.02
2_7,5_1_6_8,37.788,35.674,40.577,38.682,-4.762,-8.872,-12.602,-9.993,0.84,1.12,0.946,1.069,-1.331,-8.349,-0.2,0.45,0.66,0,-0.049,0.265,-0.218,-0.147,2.25,1.02,1,1.75,642.238,467.957,164.182,60.96,1.095,0.903,-1.149,-8.015,0.66,-0.01,-0.373,-0.136,1.02,2.7,164.182,636.378,6.684,7.199,37.788,35.674,35.674,2.114,-12.602,-9.993,-2.609,6.684
2_5,4_4_2_7,55.269,58.133,54.016,53.048,7.251,14.809,-10.238,-10.012,1.118,0.934,0.995,1.024,0.355,-7.62,-0.17,-0.01,-0.27,-0.2,-0.27,0.248,0.282,-0.047,1.5,1.53,2.25,2.7,185.535,636.378,334.486,642.238,1.102,0.862,-0.393,-8.926,0.66,-0.2,-0.389,-0.1,1.02,2.25,164.182,642.238,9.281,7.227,54.016,53.048,53.048,0.968,-10.238,-10.012,-0.226,7.227
5_8,3_4_4_7,45.377,44.563,46.56,47.865,8.716,5.222,1.356,-10.017,1.049,1.072,0.976,1.109,-0.282,-6.683,-0.27,-0.01,-0.27,-0.27,0.104,0.236,0.153,0.291,1.53,1.53,1.53,2.7,334.486,636.378,334.486,334.486,0.871,1.076,-0.346,-8.89,-0.2,0.45,-0.115,-0.378,2.25,1.75,642.238,467.957,8.608,6.336,45.377,44.563,44.563,0.815,1.356,-10.017,11.373,6.336
3_9,2_1_2_8,35.507,39.155,38.174,41.92,-7.784,-8.416,-8.619,-10.026,1.122,1.038,0.945,1.033,-1.813,-9.053,0.66,0.45,0.66,-0.2,-0.257,0.32,-0.077,0.049,1.02,1.02,2.25,1.75,164.182,467.957,164.182,642.238,0.875,1.158,-0.377,-8.19,-0.27,0.42,0.224,-0.481,1.53,1.1,334.486,291.269,6.377,8.676,35.507,39.155,35.507,-3.647,-8.619,-10.026,1.407,6.377
2_9,3_6_1_2,30.73,29.922,32.056,31.51,-8.31,-9.382,-9.745,-10.047,1.066,0.99,1.158,0.913,-1.759,-7.82,-0.27,0.66,0,0.66,-0.317,0.308,-0.081,-0.385,1.53,1,1.02,1.02,334.486,164.182,60.96,164.182,0.993,0.929,-1.74,-9.532,0.66,0.42,-0.296,-0.254,1.02,1.1,164.182,291.269,7.773,6.08,30.73,29.922,29.922,0.808,-9.745,-10.047,0.302,6.08
3_5,3_1_4_7,43.314,46.582,42.458,46.862,2.811,2.203,-13.3,-10.047,0.934,1.188,1.002,1.077,-0.65,-7.075,-0.27,-0.01,0.66,-0.27,0.279,0.249,-0.338,0.339,1.53,1.02,1.53,2.7,334.486,636.378,164.182,334.486,0.998,1.101,1.621,-7.471,-0.27,-0.2,0.12,-0.333,1.53,2.25,334.486,642.238,6.821,8.696,42.458,46.582,42.458,-4.124,-13.3,-10.047,-3.253,6.821
4_5,3_4_3_7,48.296,47.994,49.716,50.31,-11.729,-5.909,-9.374,-10.048,0.998,1.123,0.927,1.112,-0.486,-6.889,-0.27,-0.01,-0.27,0.06,0.117,0.237,0.138,0.393,1.53,1.53,1.08,2.7,334.486,636.378,334.486,98.427,0.999,1.017,1.462,-8.094,-0.17,-0.2,-0.228,-0.241,1.5,2.25,185.535,642.238,7.608,8.351,48.296,47.994,47.994,0.302,-11.729,-10.048,-1.681,7.608
2_3,5_1_3_4,40.974,38.966,42.29,42.169,-7.357,-7.171,-6.556,-10.059,1.055,0.988,1.124,0.859,-0.808,-7.988,-0.2,-0.17,0.66,0.06,-0.279,0.263,0.403,-0.246,2.25,1.02,1.08,1.5,642.238,185.535,164.182,98.427,1.209,0.871,0.011,-8.258,0.66,-0.27,-0.5,0.238,1.02,1.53,164.182,334.486,7.45,7.998,40.974,38.966,38.966,2.008,-7.357,-10.059,2.702,7.45
6_9,5_3_2_2,38.069,37.064,39.488,36.253,-9.52,-9.704,-9.18,-10.07,1.091,0.904,0.869,1.111,-0.855,-8.2,-0.2,0.66,0.06,-0.2,-0.356,0.303,0.029,0.392,2.25,1.08,2.25,1.02,642.238,164.182,98.427,642.238,0.896,1.023,-0.657,-9.131,0,0.42,-0.355,-0.364,1,1.1,60.96,291.269,8.275,7.543,38.069,36.253,36.253,1.816,-9.52,-10.07,0.55,7.543
3_3,4_4_2_3,52.156,52.156,51.374,51.374,-4.282,-4.282,-10.082,-10.082,0.984,1.104,0.927,1.143,1.186,-7.114,-0.17,-0.27,-0.27,-0.2,0.154,0.226,-0.176,0.29,1.5,1.53,2.25,1.53,185.535,334.486,334.486,642.238,1.074,1.074,1.92,-7.114,-0.27,-0.27,0.023,0.023,1.53,1.53,334.486,334.486,8.301,9.034,51.374,51.374,51.374,0,-10.082,-10.082,0,8.301
7_8,2_4_2_1,47.547,42.879,42.601,42.896,-6.664,-6.969,-9.483,-10.104,0.994,1.09,0.902,1.182,-0.37,-8.386,0.66,0.06,-0.27,-0.2,0.279,0.232,-0.19,0.416,1.02,1.53,2.25,1.08,164.182,98.427,334.486,642.238,0.918,1.064,-0.93,-7.913,-0.01,0.45,-0.153,-0.358,2.7,1.75,636.378,467.957,7.543,7.456,42.601,42.879,42.601,-0.278,-9.483,-10.104,0.621,7.456
2_5,2_3_2_7,48.021,58.549,46.6,52.722,2.895,16.258,-12.686,-10.146,1.194,0.811,1.026,0.959,-0.686,-8.126,0.66,-0.01,0.06,-0.2,-0.463,0.312,0.526,-0.091,1.02,1.08,2.25,2.7,164.182,636.378,98.427,642.238,1.102,0.862,-0.393,-8.926,0.66,-0.2,-0.389,-0.1,1.02,2.25,164.182,642.238,8.24,7.733,46.6,52.722,46.6,-6.122,-12.686,-10.146,-2.54,7.733
6_7,3_6_3_7,34.462,33.627,35.671,34.472,-8.407,-7.325,-9.279,-10.146,0.985,1.157,0.984,1.105,-0.446,-6.881,-0.27,-0.01,0,0.06,0.186,0.227,-0.43,0.435,1.53,1,1.08,2.7,334.486,636.378,60.96,98.427,1,1,-0.294,-7.636,0,-0.01,-0.429,-0.25,1,2.7,60.96,636.378,7.19,6.587,34.462,33.627,33.627,0.835,-9.279,-10.146,0.868,6.587
