dienophile,diene,ΔG TS_endo_1,ΔG TS_endo_2,ΔG TS_exo_1,ΔG TS_exo_2,ΔG Product_endo_1,ΔG Product_endo_2,ΔG Product_exo_1,ΔG Product_exo_2,pz_pop_C1_D,pz_pop_C2_D,pz_pop_C3_D,pz_pop_C4_D,LUMO_D,HOMO_D,Sigma p_1_D,Sigma p_4_D,Sigma p_2_D,Sigma p_3_D,NBO_1_D,NBO_2_D,NBO_3_D,NBO_4_D,sterio_D_1,sterio_D_2,sterio_D_3,sterio_D_4,Volume_D_1,Volume_D_4,Volume_D_2,Volume_D_3,pz_pop_C1_dPh,pz_pop_C2_dPh,LUMO_dPh,HOMO_dPh,Sigma_P_1dPh,Sigma_P_2dPh,NBO_1dPh,NBO_2_dPh,sterio_dPh_1,sterio_dPh_2,Volume_dPh_1,Volume_dPh_2,LUMO_D - HOMO_dPh,LUMO_dPh - HOMO_D,Min(TS_1),Min(TS_2),Min_TSـall,Min(TS_1) - Min(TS_2),Min(Product_1),Min(Product_2),Min(Product_1) - Min(Product_2),min_gap
1_7,3_4_6_3,33.559,33.658,35.718,34.593,-17.86,-17.72,-25.911,-16.086,1.142,0.972,1.129,0.956,0.642,-6.97,-0.27,-0.27,-0.27,0,0.015,0.23,0.234,-0.392,1.53,1.53,1,1.53,334.486,334.486,334.486,60.96,0.988,1.077,-0.192,-7.615,0.06,-0.01,0.249,-0.355,1.08,2.7,98.427,636.378,8.256,6.778,33.559,33.658,33.559,-0.099,-25.911,-17.72,-8.191,6.778
1_3,1_2_4_7,49.877,45.944,53.983,50.934,-13.135,-13.299,-13.432,-16.086,1.074,1.091,0.998,1.059,-0.243,-7.245,0.06,-0.01,-0.2,-0.27,0.255,0.226,-0.173,0.328,1.08,2.25,1.53,2.7,98.427,636.378,642.238,334.486,1.104,1.048,1.779,-7.75,0.06,-0.27,0.121,0.017,1.08,1.53,98.427,334.486,7.507,9.024,49.877,45.944,45.944,3.933,-13.432,-16.086,2.655,7.507
4_7,2_6_3_5,39.898,39.646,43.187,41.952,-4.101,-4.581,-3.669,-16.098,1.078,0.919,1.047,0.974,-1.25,-8.017,0.66,-0.2,0,0.06,-0.356,0.295,-0.198,0.369,1.02,1,1.08,2.25,164.182,642.238,60.96,98.427,0.988,1.057,0.019,-7.55,-0.17,-0.01,-0.201,-0.267,1.5,2.7,185.535,636.378,6.301,8.036,39.898,39.646,39.646,0.252,-4.101,-16.098,11.998,6.301
7_7,5_1_1_9,36.727,36.727,40.734,40.734,-5.684,-5.684,-16.099,-16.099,0.788,1.139,1.01,0.942,-2.291,-8.648,-0.2,0.42,0.66,0.66,-0.015,0.268,-0.2,-0.084,2.25,1.02,1.02,1.1,642.238,291.269,164.182,164.182,1.002,1.002,-0.542,-7.282,-0.01,-0.01,-0.228,-0.228,2.7,2.7,636.378,636.378,4.991,8.107,36.727,36.727,36.727,0,-16.099,-16.099,0,4.991
1_2,2_6_3_8,36.6,38.353,37.733,38.893,-11.626,-19.814,-21.097,-16.106,1.018,0.935,0.935,1.079,-1.921,-8.65,0.66,0.45,0,0.06,-0.309,0.302,-0.22,0.475,1.02,1,1.08,1.75,164.182,467.957,60.96,98.427,0.884,1.149,-0.36,-9.308,0.06,0.66,0.34,-0.479,1.08,1.02,98.427,164.182,7.387,8.289,36.6,38.353,36.6,-1.753,-21.097,-19.814,-1.283,7.387
6_8,2_6_1_5,31.057,32.037,30.253,33.586,-15.215,-14.46,-16.11,-16.111,1.105,0.955,1.125,0.824,-1.482,-8.439,0.66,-0.2,0,0.66,-0.358,0.297,-0.131,-0.223,1.02,1,1.02,2.25,164.182,642.238,60.96,164.182,0.895,1.043,-0.348,-9.411,0,0.45,-0.35,-0.368,1,1.75,60.96,467.957,7.929,8.091,30.253,32.037,30.253,-1.784,-16.11,-16.111,0.001,7.929
5_7,1_2_1_1,46.617,47.782,46.231,46.9,-20.164,-21.108,-15.035,-16.159,0.978,1.134,1.085,0.998,-0.415,-8.438,0.06,0.06,-0.2,0.66,0.354,0.248,-0.273,-0.13,1.08,2.25,1.02,1.08,98.427,98.427,642.238,164.182,1.04,1.094,0.231,-7.776,-0.2,-0.01,-0.199,-0.259,2.25,2.7,642.238,636.378,7.362,8.669,46.231,46.9,46.231,-0.669,-20.164,-21.108,0.943,7.362
6_9,4_6_3_4,28.67,29.643,29.577,31.353,-15.407,-15.211,-16.003,-16.159,1.057,1.018,1.075,0.987,0.269,-7.513,-0.17,-0.17,0,0.06,-0.306,0.254,0.385,-0.334,1.5,1,1.08,1.5,185.535,185.535,60.96,98.427,0.896,1.023,-0.657,-9.131,0,0.42,-0.355,-0.364,1,1.1,60.96,291.269,9.399,6.856,28.67,29.643,28.67,-0.973,-16.003,-16.159,0.155,6.856
2_2,5_1_4_9,37.314,37.314,41.71,41.71,-13.746,-13.746,-16.228,-16.228,0.905,1.126,0.905,1.12,-1.266,-8.337,-0.2,0.42,0.66,-0.27,-0.036,0.272,-0.253,0.415,2.25,1.02,1.53,1.1,642.238,291.269,164.182,334.486,0.978,0.978,-1.736,-9.745,0.66,0.66,-0.268,-0.268,1.02,1.02,164.182,164.182,8.479,6.601,37.314,37.314,37.314,0,-16.228,-16.228,0,6.601
4_9,3_4_3_8,31.865,37.908,35.331,39.472,-12.889,-6.655,-17.573,-16.233,0.966,1.108,0.895,1.156,-0.669,-7.484,-0.27,0.45,-0.27,0.06,0.161,0.244,0.118,0.484,1.53,1.53,1.08,1.75,334.486,467.957,334.486,98.427,0.875,1.066,-0.546,-8.904,-0.17,0.42,-0.127,-0.385,1.5,1.1,185.535,291.269,8.234,6.938,31.865,37.908,31.865,-6.042,-17.573,-16.233,-1.34,6.938
4_9,2_6_3_2,35.484,36.759,37.216,37.516,-8.582,-8.104,-16.764,-16.233,1.107,0.931,0.942,1.008,-2.119,-8.727,0.66,0.66,0,0.06,-0.417,0.314,0.488,-0.227,1.02,1,1.08,1.02,164.182,164.182,60.96,98.427,0.875,1.066,-0.546,-8.904,-0.17,0.42,-0.127,-0.385,1.5,1.1,185.535,291.269,6.785,8.181,35.484,36.759,35.484,-1.275,-16.764,-16.233,-0.531,6.785
1_2,4_6_6_2,33.429,35.033,35.354,36.334,-15.367,-14.91,-16.84,-16.242,1.114,0.904,1.062,0.929,-0.951,-7.985,-0.17,0.66,0,0,-0.387,0.288,-0.144,-0.312,1.5,1,1,1.02,185.535,164.182,60.96,60.96,0.884,1.149,-0.36,-9.308,0.06,0.66,0.34,-0.479,1.08,1.02,98.427,164.182,8.357,7.625,33.429,35.033,33.429,-1.604,-16.84,-16.242,-0.598,7.625
3_9,1_3_3_9,36.436,43.058,38.764,43.087,-17.32,-8.482,-17.209,-16.243,0.989,1.077,0.921,1.096,-1.371,-8.529,0.06,0.42,0.06,0.06,0.227,0.248,0.246,0.442,1.08,1.08,1.08,1.1,98.427,291.269,98.427,98.427,0.875,1.158,-0.377,-8.19,-0.27,0.42,0.224,-0.481,1.53,1.1,334.486,291.269,6.819,8.152,36.436,43.058,36.436,-6.622,-17.32,-16.243,-1.076,6.819
3_3,2_4_4_8,43.946,43.946,42.481,42.481,-12.996,-12.996,-16.248,-16.248,1.191,0.891,0.93,1.118,-1.133,-8.228,0.66,0.45,-0.27,-0.27,-0.433,0.31,0.364,0.343,1.02,1.53,1.53,1.75,164.182,467.957,334.486,334.486,1.074,1.074,1.92,-7.114,-0.27,-0.27,0.023,0.023,1.53,1.53,334.486,334.486,5.982,10.148,42.481,42.481,42.481,0,-16.248,-16.248,0,5.982
2_9,3_3_4_1,27.956,28.705,29.677,30.977,-22.368,-22.248,-24.996,-16.259,1.026,1.068,0.945,1.072,0.6,-7.451,-0.27,0.06,0.06,-0.27,0.187,0.231,0.146,0.262,1.53,1.08,1.53,1.08,334.486,98.427,98.427,334.486,0.993,0.929,-1.74,-9.532,0.66,0.42,-0.296,-0.254,1.02,1.1,164.182,291.269,10.132,5.711,27.956,28.705,27.956,-0.749,-24.996,-22.248,-2.748,5.711
6_7,1_1_2_3,38.252,33.851,38.096,34.967,-15.771,-16.099,-17.076,-16.342,1.052,1.114,1.122,0.968,-0.268,-7.627,0.06,-0.27,0.66,-0.2,0.343,0.244,-0.269,-0.132,1.08,1.02,2.25,1.53,98.427,334.486,164.182,642.238,1,1,-0.294,-7.636,0,-0.01,-0.429,-0.25,1,2.7,60.96,636.378,7.368,7.333,38.096,33.851,33.851,4.245,-17.076,-16.342,-0.733,7.333
4_6,3_1_6_4,33.637,33.963,34.502,36.485,-14.352,-15.27,-15.655,-16.357,0.876,1.194,1.091,1.046,-0.247,-7.461,-0.27,-0.17,0.66,0,0.254,0.243,-0.301,-0.261,1.53,1.02,1,1.5,334.486,185.535,164.182,60.96,0.975,1.037,1.376,-8.571,-0.17,0,-0.226,-0.472,1.5,1,185.535,60.96,8.323,8.837,33.637,33.963,33.637,-0.326,-15.655,-16.357,0.702,8.323
2_7,1_4_3_9,36.936,37.641,38.794,38.317,-16.231,-6.317,-17.886,-16.368,0.969,1.102,0.851,1.138,-1.205,-8.218,0.06,0.42,-0.27,0.06,0.25,0.24,0.127,0.459,1.08,1.53,1.08,1.1,98.427,291.269,334.486,98.427,1.095,0.903,-1.149,-8.015,0.66,-0.01,-0.373,-0.136,1.02,2.7,164.182,636.378,6.81,7.069,36.936,37.641,36.936,-0.706,-17.886,-16.368,-1.518,6.81
1_5,4_4_4_4,46.888,46.917,48.667,48.686,-5.946,-5.948,-16.608,-16.372,1.137,0.874,0.874,1.137,0.77,-7.24,-0.17,-0.17,-0.27,-0.27,-0.263,0.251,0.239,0.239,1.5,1.53,1.53,1.5,185.535,185.535,334.486,334.486,1.011,1.054,1.418,-8.429,0.06,-0.2,0.22,-0.329,1.08,2.25,98.427,642.238,9.199,8.657,46.888,46.917,46.888,-0.029,-16.608,-16.372,-0.236,8.657
7_8,3_6_1_8,32.371,33.011,33.411,33.476,-11.77,-12.939,-15.991,-16.378,0.935,1.156,0.992,1.032,-1.557,-7.745,-0.27,0.45,0,0.66,0.22,0.232,-0.378,-0.093,1.53,1,1.02,1.75,334.486,467.957,60.96,164.182,0.918,1.064,-0.93,-7.913,-0.01,0.45,-0.153,-0.358,2.7,1.75,636.378,467.957,6.355,6.815,32.371,33.011,32.371,-0.64,-15.991,-16.378,0.387,6.355
2_8,4_4_1_7,30.375,29.746,30.372,30.456,-12.973,-12.897,-24.427,-16.43,1.055,1.02,1.106,0.912,-1.309,-7.505,-0.17,-0.01,-0.27,0.66,-0.24,0.254,0.284,-0.213,1.5,1.53,1.02,2.7,185.535,636.378,334.486,164.182,0.99,0.949,-1.494,-9.69,0.66,0.45,-0.29,-0.26,1.02,1.75,164.182,467.957,8.381,6.011,30.372,29.746,29.746,0.626,-24.427,-16.43,-7.997,6.011
4_9,2_6_3_9,35.479,36.005,39.021,39.082,-6.683,-9.368,-16.824,-16.448,1.015,0.942,0.932,1.063,-2.095,-8.687,0.66,0.42,0,0.06,-0.302,0.303,-0.224,0.472,1.02,1,1.08,1.1,164.182,291.269,60.96,98.427,0.875,1.066,-0.546,-8.904,-0.17,0.42,-0.127,-0.385,1.5,1.1,185.535,291.269,6.808,8.141,35.479,36.005,35.479,-0.525,-16.824,-16.448,-0.376,6.808
5_6,1_4_2_2,44.391,42.993,42.92,42.944,-11.095,-13.891,-23.522,-16.456,1.089,1.034,0.919,1.102,-0.796,-8.041,0.06,0.66,-0.27,-0.2,0.201,0.233,0.191,0.035,1.08,1.53,2.25,1.02,98.427,164.182,334.486,642.238,0.973,1.035,1.346,-8.569,-0.2,0,-0.219,-0.469,2.25,1,642.238,60.96,7.773,9.387,42.92,42.944,42.92,-0.024,-23.522,-16.456,-7.066,7.773
2_7,4_6_4_1,34.005,31.832,36.125,34.614,-12.341,-21.659,-14.756,-16.481,1.048,1.053,1.145,1.101,0.529,-7.533,-0.17,0.06,0,-0.27,0.17,0.225,0.194,-0.324,1.5,1,1.53,1.08,185.535,98.427,60.96,334.486,1.095,0.903,-1.149,-8.015,0.66,-0.01,-0.373,-0.136,1.02,2.7,164.182,636.378,8.544,6.384,34.005,31.832,31.832,2.174,-14.756,-21.659,6.903,6.384
2_8,4_3_3_9,36.7,34.241,37.072,37.267,-14.613,-9.664,-17.799,-16.503,0.968,1.056,0.917,1.102,-1.27,-8.206,-0.17,0.42,0.06,0.06,-0.224,0.27,0.317,0.454,1.5,1.08,1.08,1.1,185.535,291.269,98.427,98.427,0.99,0.949,-1.494,-9.69,0.66,0.45,-0.29,-0.26,1.02,1.75,164.182,467.957,8.421,6.711,36.7,34.241,34.241,2.459,-17.799,-16.503,-1.297,6.711
1_2,3_2_1_1,37.302,40.362,37.365,39.584,-16.368,-15.28,-16.398,-16.506,1.052,1.114,1.122,0.968,-0.268,-7.627,-0.27,0.06,-0.2,0.66,0.343,0.244,-0.269,-0.132,1.53,2.25,1.02,1.08,334.486,98.427,642.238,164.182,0.884,1.149,-0.36,-9.308,0.06,0.66,0.34,-0.479,1.08,1.02,98.427,164.182,9.04,7.267,37.302,39.584,37.302,-2.282,-16.398,-16.506,0.108,7.267
2_2,4_1_4_7,30.3,30.3,30.531,30.531,-12.694,-12.694,-16.546,-16.546,0.963,1.116,1.016,1.044,-0.858,-7.254,-0.17,-0.01,0.66,-0.27,-0.074,0.266,-0.247,0.331,1.5,1.02,1.53,2.7,185.535,636.378,164.182,334.486,0.978,0.978,-1.736,-9.745,0.66,0.66,-0.268,-0.268,1.02,1.02,164.182,164.182,8.887,5.518,30.3,30.3,30.3,0,-16.546,-16.546,0,5.518
8_8,6_3_2_7,38.736,38.736,36.65,36.65,-11.911,-11.911,-16.553,-16.553,1.129,0.869,1.01,0.999,0.191,-7.968,0,-0.01,0.06,-0.2,-0.539,0.252,0.407,-0.078,1,1.08,2.25,2.7,60.96,636.378,98.427,642.238,0.949,1.031,-0.671,-9.446,0.45,0.45,-0.246,-0.325,1.75,1.75,467.957,467.957,9.637,7.297,36.65,36.65,36.65,0,-16.553,-16.553,0,7.297
3_8,1_4_1_7,37.503,35.332,38.13,36.494,-14.394,-12.413,-17.413,-16.565,1.121,0.98,1.116,0.894,-1.357,-7.615,0.06,-0.01,-0.27,0.66,0.152,0.237,0.228,-0.202,1.08,1.53,1.02,2.7,98.427,636.378,334.486,164.182,0.88,1.182,0.092,-8.147,-0.27,0.45,0.225,-0.489,1.53,1.75,334.486,467.957,6.789,7.707,37.503,35.332,35.332,2.171,-17.413,-16.565,-0.848,6.789
9_9,3_4_1_4,26.485,26.485,28.65,28.65,-14.068,-14.068,-16.58,-16.58,1.002,1.121,1.109,0.984,-0.417,-7.27,-0.27,-0.17,-0.27,0.66,0.108,0.234,0.206,-0.24,1.53,1.53,1.02,1.5,334.486,185.535,334.486,164.182,0.947,0.946,-1.736,-9.188,0.42,0.42,-0.281,-0.281,1.1,1.1,291.269,291.269,8.772,5.535,26.485,26.485,26.485,0,-16.58,-16.58,0,5.535
7_7,2_1_6_7,35.753,35.753,36.343,36.343,-6.027,-6.027,-16.603,-16.603,1.041,1,1.047,0.932,-2.132,-7.726,0.66,-0.01,0.66,0,-0.283,0.312,-0.088,-0.259,1.02,1.02,1,2.7,164.182,636.378,164.182,60.96,1.002,1.002,-0.542,-7.282,-0.01,-0.01,-0.228,-0.228,2.7,2.7,636.378,636.378,5.15,7.184,35.753,35.753,35.753,0,-16.603,-16.603,0,5.15
2_9,1_6_6_8,30.674,29.845,31.546,31.315,-15.513,-19.833,-15.99,-16.641,0.976,1.104,0.906,1.074,-0.858,-8.155,0.06,0.45,0,0,0.288,0.225,-0.389,-0.162,1.08,1,1,1.75,98.427,467.957,60.96,60.96,0.993,0.929,-1.74,-9.532,0.66,0.42,-0.296,-0.254,1.02,1.1,164.182,291.269,8.674,6.415,30.674,29.845,29.845,0.829,-15.99,-19.833,3.842,6.415
1_9,5_1_4_3,34.774,29.712,35.892,34.024,-14.804,-16.72,-14.633,-16.653,1.006,1.113,1.102,0.975,-0.568,-7.272,-0.2,-0.27,0.66,-0.27,0.107,0.235,0.208,-0.228,2.25,1.02,1.53,1.53,642.238,334.486,164.182,334.486,0.895,1.103,-0.687,-9.217,0.06,0.42,0.317,-0.467,1.08,1.1,98.427,291.269,8.649,6.585,34.774,29.712,29.712,5.062,-14.804,-16.72,1.916,6.585
3_9,2_3_4_1,38.743,35.089,41.396,36.551,-7.073,-16.763,-14.806,-16.702,1.045,1.063,0.892,1.154,-0.98,-8.153,0.66,0.06,0.06,-0.27,0.192,0.244,0.148,0.493,1.02,1.08,1.53,1.08,164.182,98.427,98.427,334.486,0.875,1.158,-0.377,-8.19,-0.27,0.42,0.224,-0.481,1.53,1.1,334.486,291.269,7.21,7.776,38.743,35.089,35.089,3.655,-14.806,-16.763,1.957,7.21
1_4,3_2_4_2,46.783,48.585,47.753,47.438,-4.58,-4.805,-4.406,-16.709,1.221,0.867,1.13,0.954,-0.127,-7.632,-0.27,0.66,-0.2,-0.27,-0.47,0.299,0.427,-0.201,1.53,2.25,1.53,1.02,334.486,164.182,642.238,334.486,1.019,1.055,1.656,-8.44,0.06,-0.17,0.208,-0.334,1.08,1.5,98.427,185.535,8.313,9.288,46.783,47.438,46.783,-0.655,-4.58,-16.709,12.129,8.313
4_7,4_3_4_3,42.287,40.136,42.216,40.981,-6.06,-5.36,-16.965,-16.722,1,1.118,0.875,1.12,0.637,-7.077,-0.17,-0.27,0.06,-0.27,0.103,0.235,0.144,0.348,1.5,1.08,1.53,1.53,185.535,334.486,98.427,334.486,0.988,1.057,0.019,-7.55,-0.17,-0.01,-0.201,-0.267,1.5,2.7,185.535,636.378,8.187,7.096,42.216,40.136,40.136,2.08,-16.965,-16.722,-0.243,7.096
4_8,3_3_4_7,36.95,36.584,37.69,39.911,-3.819,-4.61,-18.348,-16.729,1.066,0.991,1.007,1.078,-0.42,-6.892,-0.27,-0.01,0.06,-0.27,0.084,0.243,0.264,0.273,1.53,1.08,1.53,2.7,334.486,636.378,98.427,334.486,0.873,1.087,-0.165,-8.898,-0.17,0.45,-0.122,-0.391,1.5,1.75,185.535,467.957,8.478,6.727,36.95,36.584,36.584,0.365,-18.348,-16.729,-1.618,6.727
4_4,2_4_1_5,40.564,40.564,43.292,43.292,-5.073,-5.073,-16.731,-16.731,1.192,0.896,1.134,0.886,-1.176,-8.229,0.66,-0.2,-0.27,0.66,-0.455,0.305,0.434,-0.256,1.02,1.53,1.02,2.25,164.182,642.238,334.486,164.182,1.012,1.013,1.714,-8.088,-0.17,-0.17,-0.243,-0.243,1.5,1.5,185.535,185.535,6.912,9.943,40.564,40.564,40.564,0,-16.731,-16.731,0,6.912
5_6,1_2_4_5,56.264,55.676,60.811,52.037,9.135,-0.575,-14.147,-16.739,1.082,1.083,1.017,1.061,0.912,-7.574,0.06,-0.2,-0.2,-0.27,0.252,0.227,-0.172,0.299,1.08,2.25,1.53,2.25,98.427,642.238,642.238,334.486,0.973,1.035,1.346,-8.569,-0.2,0,-0.219,-0.469,2.25,1,642.238,60.96,9.48,8.92,56.264,52.037,52.037,4.227,-14.147,-16.739,2.592,8.92
5_7,3_3_6_6,41.352,42.636,40.174,45.731,-19.528,-17.74,-21.685,-16.756,1.023,1.094,1.058,1.047,0.147,-7.276,-0.27,0,0.06,0,0.06,0.235,0.302,-0.316,1.53,1.08,1,1,334.486,60.96,98.427,60.96,1.04,1.094,0.231,-7.776,-0.2,-0.01,-0.199,-0.259,2.25,2.7,642.238,636.378,7.924,7.507,40.174,42.636,40.174,-2.463,-21.685,-17.74,-3.945,7.507
4_9,2_3_6_2,36.759,35.484,37.516,37.216,-8.105,-8.582,-16.235,-16.765,1.107,0.931,0.942,1.008,-2.119,-8.727,0.66,0.66,0.06,0,-0.417,0.314,0.488,-0.227,1.02,1.08,1,1.02,164.182,164.182,98.427,60.96,0.875,1.066,-0.546,-8.904,-0.17,0.42,-0.127,-0.385,1.5,1.1,185.535,291.269,6.785,8.181,36.759,35.484,35.484,1.275,-16.235,-16.765,0.53,6.785
7_7,3_2_6_4,42.386,42.386,40.939,40.939,-5.14,-5.14,-16.79,-16.79,0.993,1.079,1.106,1.098,0.796,-6.916,-0.27,-0.17,-0.2,0,0.134,0.219,-0.138,-0.262,1.53,2.25,1,1.5,334.486,185.535,642.238,60.96,1.002,1.002,-0.542,-7.282,-0.01,-0.01,-0.228,-0.228,2.7,2.7,636.378,636.378,8.078,6.374,40.939,40.939,40.939,0,-16.79,-16.79,0,6.374
1_2,5_1_1_1,37.285,36.51,38.747,38.229,-13.9,-15.713,-15.368,-16.82,0.932,1.15,1.127,0.88,-1.042,-8.674,-0.2,0.06,0.66,0.66,0.375,0.252,-0.268,-0.188,2.25,1.02,1.02,1.08,642.238,98.427,164.182,164.182,0.884,1.149,-0.36,-9.308,0.06,0.66,0.34,-0.479,1.08,1.02,98.427,164.182,8.266,8.314,37.285,36.51,36.51,0.775,-15.368,-16.82,1.453,8.266
4_4,1_1_2_9,36.039,36.039,36.05,36.05,-15.112,-15.112,-16.829,-16.829,1.029,1.129,0.916,1.041,-1.207,-8.717,0.06,0.42,0.66,-0.2,0.369,0.251,-0.285,0.071,1.08,1.02,2.25,1.1,98.427,291.269,164.182,642.238,1.012,1.013,1.714,-8.088,-0.17,-0.17,-0.243,-0.243,1.5,1.5,185.535,185.535,6.881,10.432,36.039,36.039,36.039,0,-16.829,-16.829,0,6.881
1_9,4_1_4_5,34.899,35.249,37.128,38.249,-16.289,-17.419,-17.767,-16.909,0.957,1.113,1.036,1.023,-0.482,-7.761,-0.17,-0.2,0.66,-0.27,-0.08,0.264,-0.242,0.3,1.5,1.02,1.53,2.25,185.535,642.238,164.182,334.486,0.895,1.103,-0.687,-9.217,0.06,0.42,0.317,-0.467,1.08,1.1,98.427,291.269,8.735,7.074,34.899,35.249,34.899,-0.35,-17.767,-17.419,-0.348,7.074
4_8,4_4_4_4,38.816,38.05,38.56,39.04,-7.665,-6.94,-16.922,-16.923,1.137,0.874,0.874,1.137,0.77,-7.24,-0.17,-0.17,-0.27,-0.27,-0.263,0.251,0.239,0.239,1.5,1.53,1.53,1.5,185.535,185.535,334.486,334.486,0.873,1.087,-0.165,-8.898,-0.17,0.45,-0.122,-0.391,1.5,1.75,185.535,467.957,9.668,7.074,38.56,38.05,38.05,0.509,-16.922,-16.923,0.001,7.074
6_9,4_4_3_2,33.245,30.531,33.828,33.97,-12.28,-11.24,-10.836,-16.964,1.181,0.847,1.072,0.946,-0.949,-8.036,-0.17,0.66,-0.27,0.06,-0.453,0.314,0.482,0.2,1.5,1.53,1.08,1.02,185.535,164.182,334.486,98.427,0.896,1.023,-0.657,-9.131,0,0.42,-0.355,-0.364,1,1.1,60.96,291.269,8.181,7.378,33.245,30.531,30.531,2.714,-12.28,-16.964,4.684,7.378
9_9,1_6_6_8,28.407,28.407,30.511,30.511,-17.016,-17.016,-17.014,-17.014,0.976,1.104,0.906,1.074,-0.858,-8.155,0.06,0.45,0,0,0.288,0.225,-0.389,-0.162,1.08,1,1,1.75,98.427,467.957,60.96,60.96,0.947,0.946,-1.736,-9.188,0.42,0.42,-0.281,-0.281,1.1,1.1,291.269,291.269,8.33,6.419,28.407,28.407,28.407,0,-17.016,-17.016,0,6.419
2_2,1_3_2_4,31.59,31.59,32.008,32.008,-16.477,-16.477,-17.024,-17.024,1.113,0.885,1.044,0.96,0.549,-7.9,0.06,-0.17,0.06,-0.2,0.148,0.233,0.318,-0.112,1.08,1.08,2.25,1.5,98.427,185.535,98.427,642.238,0.978,0.978,-1.736,-9.745,0.66,0.66,-0.268,-0.268,1.02,1.02,164.182,164.182,10.294,6.164,31.59,31.59,31.59,0,-17.024,-17.024,0,6.164
2_5,4_4_6_1,37.078,38.109,40.216,37.487,-9.975,-25.3,-22.425,-17.053,1.08,1.159,1.029,1.04,0.566,-7.478,-0.17,0.06,-0.27,0,0.261,0.222,-0.404,0.272,1.5,1.53,1,1.08,185.535,98.427,334.486,60.96,1.102,0.862,-0.393,-8.926,0.66,-0.2,-0.389,-0.1,1.02,2.25,164.182,642.238,9.492,7.085,37.078,37.487,37.078,-0.409,-22.425,-25.3,2.875,7.085
4_7,1_6_1_7,36.133,33.254,34.657,33.855,-11.578,-17.483,-21.989,-17.087,1.056,1.14,1.1,0.912,-1.314,-7.684,0.06,-0.01,0,0.66,0.271,0.227,-0.355,-0.182,1.08,1,1.02,2.7,98.427,636.378,60.96,164.182,0.988,1.057,0.019,-7.55,-0.17,-0.01,-0.201,-0.267,1.5,2.7,185.535,636.378,6.236,7.702,34.657,33.254,33.254,1.404,-21.989,-17.483,-4.506,6.236
5_9,2_6_6_1,40.1,39.966,41.035,40.599,-17.547,-17.263,-16.908,-17.093,0.949,1.098,0.921,1.113,-1.001,-8.259,0.66,0.06,0,0,0.294,0.226,-0.394,-0.148,1.02,1,1,1.08,164.182,98.427,60.96,60.96,0.876,1.056,-0.708,-8.875,-0.2,0.42,-0.122,-0.373,2.25,1.1,642.238,291.269,7.874,7.551,40.1,39.966,39.966,0.134,-17.547,-17.263,-0.284,7.551
3_6,2_1_6_7,26.271,27.588,28.903,29.835,-15.784,-16.845,-16.314,-17.107,1.041,1,1.047,0.932,-2.132,-7.726,0.66,-0.01,0.66,0,-0.283,0.312,-0.088,-0.259,1.02,1.02,1,2.7,164.182,636.378,164.182,60.96,0.973,1.133,1.54,-7.815,-0.27,0,0.121,-0.576,1.53,1,334.486,60.96,5.683,9.266,26.271,27.588,26.271,-1.317,-16.314,-17.107,0.793,5.683
1_4,3_6_3_9,41.134,39.502,43.495,42.934,-8.098,-15.397,-17.066,-17.226,0.88,1.165,0.892,1.158,-0.979,-7.588,-0.27,0.42,0,0.06,0.24,0.234,-0.454,0.509,1.53,1,1.08,1.1,334.486,291.269,60.96,98.427,1.019,1.055,1.656,-8.44,0.06,-0.17,0.208,-0.334,1.08,1.5,98.427,185.535,7.461,9.245,41.134,39.502,39.502,1.632,-17.066,-17.226,0.161,7.461
3_5,6_3_2_2,41.258,50.389,40.92,48.207,-10.9,-2.553,-22.324,-17.23,1.076,0.902,0.867,1.119,-0.929,-8.559,0,0.66,0.06,-0.2,-0.35,0.305,0.02,0.392,1,1.08,2.25,1.02,60.96,164.182,98.427,642.238,0.998,1.101,1.621,-7.471,-0.27,-0.2,0.12,-0.333,1.53,2.25,334.486,642.238,6.542,10.18,40.92,48.207,40.92,-7.287,-22.324,-17.23,-5.094,6.542
4_4,4_3_4_4,43.244,43.244,43.376,43.376,-7.028,-7.028,-17.245,-17.245,1.104,0.897,1.048,1.016,0.513,-7.502,-0.17,-0.17,0.06,-0.27,-0.283,0.261,0.348,0.224,1.5,1.08,1.53,1.5,185.535,185.535,98.427,334.486,1.012,1.013,1.714,-8.088,-0.17,-0.17,-0.243,-0.243,1.5,1.5,185.535,185.535,8.602,9.216,43.244,43.244,43.244,0,-17.245,-17.245,0,8.602
3_6,2_2_4_1,42.165,36.048,41.203,37.875,-14.937,-16.878,-17.1,-17.298,1.089,1.034,0.919,1.102,-0.796,-8.041,0.66,0.06,-0.2,-0.27,0.201,0.233,0.191,0.035,1.02,2.25,1.53,1.08,164.182,98.427,642.238,334.486,0.973,1.133,1.54,-7.815,-0.27,0,0.121,-0.576,1.53,1,334.486,60.96,7.02,9.581,41.203,36.048,36.048,5.155,-17.1,-17.298,0.198,7.02
2_9,3_3_2_6,27.199,26.471,28.267,28.562,-14.028,-16.671,-17.172,-17.303,1.057,1.054,1.014,1.039,0.419,-7.302,-0.27,0,0.06,-0.2,0.061,0.236,0.316,-0.095,1.53,1.08,2.25,1,334.486,60.96,98.427,642.238,0.993,0.929,-1.74,-9.532,0.66,0.42,-0.296,-0.254,1.02,1.1,164.182,291.269,9.951,5.563,27.199,26.471,26.471,0.727,-17.172,-17.303,0.131,5.563
