#{"t_start": 1768248100.72864, "env_id": "DielsAlderReact-v0"}
r,l,t
0.04163,20,41.619105
0.043721,20,41.633284
0.04163,20,41.647143
0.043668,20,41.66085
0.043072,20,41.67501
0.041904,20,41.689134
0.04225,20,41.703172
0.04163,20,41.71738
0.04163,20,41.731173
0.04163,20,41.745252
0.043829,20,41.759582
0.043426,20,41.773673
0.04163,20,41.788092
0.042825,20,41.839398
0.043028,20,41.8543
0.042444,20,41.868064
0.043244,20,41.881936
0.042354,20,41.896193
0.043956,20,41.910279
0.04163,20,41.923923
0.042906,20,41.938038
0.042036,20,41.952437
0.04163,20,41.966735
0.043627,20,41.981358
0.04163,20,41.995838
0.043736,20,42.0468
0.043297,20,42.06097
0.04163,20,42.074921
0.042836,20,42.089203
0.04351,20,42.102892
0.04163,20,42.116897
0.04163,20,42.130596
0.043751,20,42.144444
0.04234,20,42.158782
0.04163,20,42.173095
0.04357,20,42.186916
0.043584,20,42.200534
0.044074,20,42.214479
0.042843,20,42.265781
0.042514,20,42.279803
0.041692,20,42.293411
0.04304,20,42.307709
0.04217,20,42.321698
0.04163,20,42.335598
0.04163,20,42.349839
0.043153,20,42.363835
0.04163,20,42.377863
0.041842,20,42.392515
0.043028,20,42.406708
0.04413,20,42.421195
0.04196,20,42.435369
0.042555,20,42.487963
0.043025,20,42.502871
0.043498,20,42.516613
0.04163,20,42.530931
0.042927,20,42.545293
0.043366,20,42.559497
0.042999,20,42.57382
0.04163,20,42.587902
0.042576,20,42.601755
0.041846,20,42.616057
0.043328,20,42.630192
0.04163,20,42.644396
0.043856,20,42.658503
0.043536,20,42.710968
0.042336,20,42.725367
0.04163,20,42.739721
0.042529,20,42.753986
0.042992,20,42.767737
0.041828,20,42.78215
0.043893,20,42.796805
0.04163,20,42.810997
0.042042,20,42.823765
0.042755,20,42.837781
0.04163,20,42.85173
0.043005,20,42.866134
0.041966,20,42.880165
0.042445,20,42.932872
0.043088,20,42.946974
0.043402,20,42.961085
0.04163,20,42.975166
0.04163,20,42.988839
0.044157,20,43.012989
0.043384,20,43.027428
0.04163,20,43.041213
0.042399,20,43.055185
0.04163,20,43.069243
0.04163,20,43.083533
0.04405,20,43.097668
0.044337,20,43.150849
0.041932,20,43.165319
0.043684,20,43.179476
0.04163,20,43.194406
0.04163,20,43.20932
0.042866,20,43.223868
0.044298,20,43.250521
0.04163,20,43.264881
0.043146,20,43.279077
0.043196,20,43.293318
0.044347,20,43.309099
0.042348,20,43.322805
0.04163,20,43.336962
0.043496,20,43.388652
0.044168,20,43.40332
0.041673,20,43.417641
0.04163,20,43.432022
0.04163,20,43.446103
0.041782,20,43.460138
0.043414,20,43.474201
0.042439,20,43.487634
0.04163,20,43.502715
0.042153,20,43.517139
0.042925,20,43.532261
0.04163,20,43.54644
0.043146,20,43.561828
0.041725,20,43.619856
0.044024,20,43.635186
0.043337,20,43.650007
0.044337,20,43.676197
0.04163,20,43.699005
0.043883,20,43.719743
0.04313,20,43.740564
0.042465,20,43.757042
0.04408,20,43.772859
0.043764,20,43.789082
0.04163,20,43.805283
0.041728,20,43.820647
0.04163,20,43.836863
0.042041,20,43.897648
0.04163,20,43.913634
0.042588,20,43.928167
0.042543,20,43.942861
0.043715,20,43.95699
0.04265,20,43.972442
0.044071,20,43.987528
0.04163,20,44.002156
0.043019,20,44.017148
0.04163,20,44.032299
0.04163,20,44.046631
0.041887,20,44.06179
0.043333,20,44.07657
0.04163,20,44.132741
0.04287,20,44.147752
0.043182,20,44.162333
0.04163,20,44.177092
0.041546,20,44.191536
0.043958,20,44.206158
0.043997,20,44.221166
0.04163,20,44.23588
0.043788,20,44.25057
0.044351,20,44.267245
0.042806,20,44.282462
0.04163,20,44.297339
0.042552,20,44.353044
0.042783,20,44.368
0.04163,20,44.383055
0.043958,20,44.398869
0.04163,20,44.41412
0.042961,20,44.429125
0.044214,20,44.443963
0.041979,20,44.458649
0.043613,20,44.473505
0.04163,20,44.488369
0.04163,20,44.502934
0.042237,20,44.517548
0.042849,20,44.532164
0.04163,20,44.587981
0.043195,20,44.606513
0.04163,20,44.62222
0.041911,20,44.638382
0.04366,20,44.654586
0.04163,20,44.670316
0.04163,20,44.685333
0.04163,20,44.699955
0.04163,20,44.715071
0.04163,20,44.729894
0.04163,20,44.744554
0.042121,20,44.75911
0.043925,20,44.77363
0.044174,20,44.829786
0.042243,20,44.844998
0.04163,20,44.859629
0.042964,20,44.874492
0.04267,20,44.889066
0.04163,20,44.903911
0.04163,20,44.919178
0.042548,20,44.934102
0.043187,20,44.94937
0.04163,20,44.964309
0.044333,20,44.980354
0.042528,20,44.994762
0.04163,20,45.009231
0.041645,20,45.065096
0.042459,20,45.079954
0.042261,20,45.094507
0.041826,20,45.109593
0.043519,20,45.12407
0.043744,20,45.139404
0.043115,20,45.154111
0.043496,20,45.16897
0.04163,20,45.18323
0.043465,20,45.197663
0.042749,20,45.212601
0.042687,20,45.227175
0.043249,20,45.241384
0.043423,20,45.296817
0.043401,20,45.312151
0.043689,20,45.326854
0.04163,20,45.341478
0.043498,20,45.35618
0.041922,20,45.370661
0.041883,20,45.385308
0.041889,20,45.399951
0.04163,20,45.414544
0.04304,20,45.428935
0.04163,20,45.443592
0.043201,20,45.458361
0.043903,20,45.513063
0.043392,20,45.527878
0.042282,20,45.542598
0.043223,20,45.557291
0.04339,20,45.572493
0.04163,20,45.587261
0.04163,20,45.601882
0.043863,20,45.617917
0.043945,20,45.632774
0.043468,20,45.646912
0.04163,20,45.661257
0.043926,20,45.675389
0.04163,20,45.689601
0.042622,20,45.741643
0.042591,20,45.755693
0.04237,20,45.769757
0.043893,20,45.783751
0.042914,20,45.797447
0.04167,20,45.811765
0.043565,20,45.826143
0.04163,20,45.840484
0.042377,20,45.854698
0.042957,20,45.868436
0.042706,20,45.882302
0.04163,20,45.896162
0.043619,20,45.910693
0.043839,20,45.961916
0.043584,20,45.976303
0.0435,20,45.990557
0.04214,20,46.004254
0.042314,20,46.018286
0.04163,20,46.032624
0.04163,20,46.045964
0.04163,20,46.060007
0.04163,20,46.074037
0.043695,20,46.087714
0.04163,20,46.101869
0.042855,20,46.115889
0.043758,20,46.130437
0.043761,20,46.181577
0.04238,20,46.196018
0.04163,20,46.210356
0.04163,20,46.224504
0.043199,20,46.238187
0.04163,20,46.252455
0.04163,20,46.266707
0.04163,20,46.280565
0.04163,20,46.294406
0.042704,20,46.308457
0.04163,20,46.32311
0.04163,20,46.33739
0.04163,20,46.351778
